Rank,NodeID,Score,Status
1,414,0.107371,Seed
2,107,0.107181,Seed
3,348,0.107118,Seed
4,686,0.10702,Seed
5,0,0.10702,Seed
6,853,0.00316221,Suspicious
7,563,0.00300169,Suspicious
8,681,0.00204446,Suspicious
9,561,0.00172479,Suspicious
10,682,0.00168866,Suspicious
11,683,0.00164688,Suspicious
12,680,0.0016355,Suspicious
13,332,0.00162735,Suspicious
14,570,0.00160238,Suspicious
15,828,0.00158543,Suspicious
16,651,0.00155592,Suspicious
17,559,0.00155271,Suspicious
18,848,0.00150802,Suspicious
19,685,0.00149404,Suspicious
20,675,0.00148022,Suspicious
21,566,0.00147981,Suspicious
22,833,0.00146114,Suspicious
23,856,0.0014569,Suspicious
24,842,0.00141013,Suspicious
25,553,0.00139059,Suspicious
26,567,0.00138488,Suspicious
27,684,0.00135414,Suspicious
28,557,0.00134145,Suspicious
29,849,0.00130282,Suspicious
30,840,0.00129155,Suspicious
31,322,0.0012895,Suspicious
32,678,0.00128304,Suspicious
33,556,0.00125257,Suspicious
34,544,0.00124714,Suspicious
35,827,0.00121248,Suspicious
36,670,0.00120869,Suspicious
37,830,0.00118846,Suspicious
38,834,0.00118363,Suspicious
39,329,0.00118169,Suspicious
40,839,0.00112516,Suspicious
41,829,0.0011215,Suspicious
42,542,0.00111485,Suspicious
43,671,0.00109262,Suspicious
44,604,0.00109027,Suspicious
45,1888,0.00108504,Suspicious
46,669,0.00107132,Suspicious
47,513,0.0010625,Suspicious
48,666,0.00105269,Suspicious
49,339,0.00104377,Suspicious
50,555,0.00104175,Suspicious
51,645,0.00103962,Suspicious
52,342,0.0010265,Suspicious
53,524,0.00101268,Suspicious
54,1902,0.00100478,Suspicious
55,475,0.00100039,Suspicious
56,591,0.000997608,Suspicious
57,847,0.000993777,Suspicious
58,654,0.000978293,Suspicious
59,637,0.00097317,Suspicious
60,554,0.000972313,Suspicious
61,532,0.000956044,Suspicious
62,346,0.000954328,Suspicious
63,1882,0.000953455,Suspicious
64,343,0.000951089,Suspicious
65,580,0.000940405,Suspicious
66,606,0.000929768,Suspicious
67,665,0.00092116,Suspicious
68,1911,0.000915708,Suspicious
69,822,0.000915595,Suspicious
70,514,0.000912498,Suspicious
71,500,0.000905709,Suspicious
72,824,0.000897813,Suspicious
73,662,0.000896635,Suspicious
74,506,0.000894129,Suspicious
75,515,0.000893298,Suspicious
76,483,0.000879975,Suspicious
77,564,0.000872702,Suspicious
78,806,0.000870768,Suspicious
79,823,0.000869393,Suspicious
80,850,0.000869356,Suspicious
81,838,0.00086833,Suspicious
82,315,0.000864024,Suspicious
83,644,0.000853589,Suspicious
84,558,0.000847548,Suspicious
85,496,0.000844707,Suspicious
86,428,0.000838078,Suspicious
87,677,0.000829013,Suspicious
88,818,0.000826489,Suspicious
89,465,0.000812032,Suspicious
90,548,0.000810258,Suspicious
91,630,0.000804721,Suspicious
92,805,0.000803264,Suspicious
93,492,0.000802262,Suspicious
94,676,0.000801882,Suspicious
95,572,0.000798955,Suspicious
96,661,0.000793653,Suspicious
97,664,0.000786807,Suspicious
98,323,0.000782903,Suspicious
99,646,0.000781839,Suspicious
100,538,0.000779586,Suspicious
101,560,0.000779374,Suspicious
102,653,0.000775997,Suspicious
103,517,0.000772445,Suspicious
104,817,0.000772131,Suspicious
105,545,0.000765155,Suspicious
106,809,0.00075624,Suspicious
107,614,0.000748728,Suspicious
108,1844,0.000747651,Suspicious
109,820,0.000746005,Suspicious
110,659,0.000739656,Suspicious
111,837,0.00073939,Suspicious
112,636,0.00072722,Suspicious
113,312,0.000724115,Suspicious
114,461,0.000718392,Suspicious
115,324,0.000714563,Suspicious
116,525,0.000710808,Suspicious
117,431,0.000701638,Suspicious
118,436,0.000701173,Suspicious
119,845,0.000700641,Suspicious
120,531,0.000700135,Suspicious
121,855,0.000700009,Suspicious
122,565,0.000691454,Suspicious
123,658,0.000690346,Suspicious
124,819,0.000689052,Suspicious
125,438,0.000688616,Suspicious
126,679,0.00068861,Suspicious
127,1910,0.00068702,Suspicious
128,844,0.000674764,Suspicious
129,539,0.000674133,Suspicious
130,434,0.000673454,Suspicious
131,770,0.000670786,Suspicious
